Date,Title,Media Type,URL
2022-07-02,Solargraphic Analemmas,image,https://apod.nasa.gov/apod/image/2207/Analemma1_1024c.jpg
2022-07-03,Phobos: Doomed Moon of Mars,image,https://apod.nasa.gov/apod/image/2207/Phobos_MRO_960.jpg
2022-07-05,A Molten Galaxy Einstein Ring,image,https://apod.nasa.gov/apod/image/2207/MoltenEinsteinRing_HubbleLodge_960.jpg
2022-07-06,Milky Way Motion in 3D from Gaia,image,https://apod.nasa.gov/apod/image/2207/MilkyWayMotion_Gaia_1080.jpg
2022-07-07,The NGC 6914 Complex,image,https://apod.nasa.gov/apod/image/2207/NGC_6914_1024.jpg
2022-07-08,Roots on a Rotating Planet,image,https://apod.nasa.gov/apod/image/2207/StarTreels.jpg
2022-07-09,Saturn and the ISS,image,https://apod.nasa.gov/apod/image/2207/ISS_Saturn_TGlenn.jpg
2022-07-10,In the Center of the Cat's Eye Nebula,image,https://apod.nasa.gov/apod/image/2207/CatsEye_HubbleVillaVerde_960.jpg
2022-07-11,Andromeda over the Sahara Desert,image,https://apod.nasa.gov/apod/image/2207/SaharaAndromeda_Coy_1080.jpg
2022-07-12,Noctilucent Clouds over Paris,image,https://apod.nasa.gov/apod/image/2207/NoctilucentParis_Kulik_1080.jpg
2022-07-13,Webb's First Deep Field,image,https://apod.nasa.gov/apod/image/2207/STScI-SMACS0723_webb.jpg
2022-07-14,Webb's Southern Ring Nebula,image,https://apod.nasa.gov/apod/image/2207/STScI-WebbSouthernRing.jpg
2022-07-15,Lubovna Full Moon,image,https://apod.nasa.gov/apod/image/2207/2022_07_13_Uplnek_Lubovna_1000mm_c1024px.jpg
2022-07-16,Tycho and Clavius at Dawn,image,https://apod.nasa.gov/apod/image/2207/Dawn-in-Clavius-Tycho-07-07-22_1024.jpg
2022-07-17,Europa and Jupiter from Voyager 1,image,https://apod.nasa.gov/apod/image/2207/EuropaJupiter_Voyager_960.jpg
2022-07-18,"Stephan's Quintet from Webb, Hubble, and Subaru",image,https://apod.nasa.gov/apod/image/2207/Quintet_JwstHstEtcGendler_960.jpg
2022-07-20,Jupiter and Ring in Infrared from Webb,image,https://apod.nasa.gov/apod/image/2207/JupiterRing_WebbSchmidt_1080.jpg
2022-07-21,Messier 10 and Comet,image,https://apod.nasa.gov/apod/image/2207/C2017k2cumuloM10v4_1024.jpg
2022-07-23,Apollo 11 Landing Panorama,image,https://apod.nasa.gov/apod/image/2207/a11pan1040226lftsm600.jpg
2022-07-24,Saturn in Infrared from Cassini,image,https://apod.nasa.gov/apod/image/2207/SaturnIR_CassiniKakitsev_960.jpg
2022-07-26,Comet NEOWISE Rising over the Adriatic Sea,video,https://www.youtube.com/embed/ts0Ek3nLHew?rel=0
2022-07-27,Crepuscular Moon Rays over Denmark,image,https://apod.nasa.gov/apod/image/2207/CrepuscularMoonrise_Merzyakov_960.jpg
2022-07-28,North Celestial Tree,image,https://apod.nasa.gov/apod/image/2207/AncientTreeNCP_Dai1024.jpg
2022-07-29,SOFIA's Southern Lights,image,https://apod.nasa.gov/apod/image/2207/ASC05954-Edit1024.jpg
2022-07-30,The Eagle Rises,image,https://apod.nasa.gov/apod/image/2207/AS11JK44-6633-34_1100px.jpg
2022-07-31,Starburst Galaxy M94 from Hubble,image,https://apod.nasa.gov/apod/image/2207/M94_Hubble_960.jpg
2022-08-01,Mountains of Dust in the Carina Nebula,image,https://apod.nasa.gov/apod/image/2208/MysticCarina_HubbleSerrano_960.jpg
2022-08-02,A Moon Dressed Like Saturn,image,https://apod.nasa.gov/apod/image/2208/SaturnMoon_Sojuel_960.jpg
2022-08-03,Halo of the Cat's Eye,image,https://apod.nasa.gov/apod/image/2208/CatsHalo_Falls_960.jpg
2022-08-04,M13: The Great Globular Cluster in Hercules,image,https://apod.nasa.gov/apod/image/2208/M13_final2_sinfirma1024.jpg
2022-08-05,A Beautiful Trifid,image,https://apod.nasa.gov/apod/image/2208/M20-Trifid-Nebula-1024.jpg
2022-08-06,Stereo Phobos,image,https://apod.nasa.gov/apod/image/2208/Phobos_stereoME_1024c.jpg
2022-08-08,The Lagoon Nebula without Stars,image,https://apod.nasa.gov/apod/image/2208/LagoonStarFree_Dhar_960.jpg
2022-08-09,Leaving Earth,video,https://www.youtube.com/embed/rFDjAfwmWKM?rel=0
2022-08-10,Dust Clouds of the Pacman Nebula,image,https://apod.nasa.gov/apod/image/2208/Pacman_Struble_960.jpg
2022-08-11,Perseids and MAGIC,image,https://apod.nasa.gov/apod/image/2208/MagicPerseid001_1024.jpg
2022-08-12,Portrait of the Eagle Nebula,image,https://apod.nasa.gov/apod/image/2208/M16_final_1024.jpg
2022-08-13,Herschel Crater on Mimas,image,https://apod.nasa.gov/apod/image/2208/PIA12572_1200.jpg
2022-08-14,4000 Exoplanets,video,https://www.youtube.com/embed/aiFD_LBx2nM?rel=0
2022-08-15,The Cygnus Wall of Star Formation,image,https://apod.nasa.gov/apod/image/2208/CygnusWall_Bogaerts_960.jpg
2022-08-16,A Meteor Wind over Tunisia,image,https://apod.nasa.gov/apod/image/2208/MeteorWind_Larnaout_960.jpg
2022-08-17,Stargate Milky Way,image,https://apod.nasa.gov/apod/image/2208/StargateMilkyWay_Oudoux_960.jpg
2022-08-18,Full Moon Perseids,image,https://apod.nasa.gov/apod/image/2208/perseids2022jcc2k800.jpg
2022-08-19,Saturn: 1993 - 2022,image,https://apod.nasa.gov/apod/image/2208/Saturn1993-2022Lb1024.jpg
2022-08-20,Stardust and Comet Tails,image,https://apod.nasa.gov/apod/image/2208/C2017K2_220818_1050.jpg
2022-08-22,Earth's Recent Climate Spiral,video,https://www.youtube.com/embed/ACaPI2M4GyU?rel=0
2022-08-23,Meteor & Milky Way over the Mediterranean,image,https://apod.nasa.gov/apod/image/2208/MeteorGalaxy_Looten_1000.jpg
2022-08-24,The Cartwheel Galaxy from Webb,image,https://apod.nasa.gov/apod/image/2208/Cartwheel_Webb_960.jpg
2022-08-25,Tiangong Space Station Transits the Moon,image,https://apod.nasa.gov/apod/image/2208/Tiangong_transiting_moon_Lucy_Hu_c1024.jpg
2022-08-26,Little Planet South Pole,image,https://apod.nasa.gov/apod/image/2208/Chokshi_DSC7584_Panorama_c1024.jpg
2022-08-27,IC 5146: The Cocoon Nebula,image,https://apod.nasa.gov/apod/image/2208/IC5146JenkinsAB3_1100.jpg
2022-08-28,Perijove 11: Passing Jupiter,video,https://www.youtube.com/embed/OfM7VlonD5c?rel=0
2022-08-29,The Horsehead Nebula Region without Stars,image,https://apod.nasa.gov/apod/image/2208/Horsehead_Chatzifrantzis_1080.jpg
2022-08-30,Jupiter from the Webb Space Telescope,image,https://apod.nasa.gov/apod/image/2208/Jupiter2_WebbSchmidt_1080_annotated.jpg
2022-08-31,Siccar Point on Mars,image,https://apod.nasa.gov/apod/image/2208/SiccarPoint_CuriosityGill_1080.jpg
2022-09-01,The Tulip and Cygnus X-1,image,https://apod.nasa.gov/apod/image/2209/TulipCygX-1_1024.jpg
2022-09-02,M51: The Whirlpool Galaxy,image,https://apod.nasa.gov/apod/image/2209/m51_l2_1024.jpg
2022-09-03,Sun and Moon and ISS,image,https://apod.nasa.gov/apod/image/2209/Interval29seconds_Transit1200.jpg
2022-09-05,Carina Cliffs from the Webb Space Telescope,image,https://apod.nasa.gov/apod/image/2209/CarinaCliffs_Webb_1080.jpg
2022-09-07,Tarantula Stars R136 from Webb,image,https://apod.nasa.gov/apod/image/2209/TarantulaNearIr_Webb_960.jpg
2022-09-09,Interstellar Voyager,image,https://apod.nasa.gov/apod/image/2209/voyager_modern_poster_crop.jpg
2022-09-10,Galaxy by the Lake,image,https://apod.nasa.gov/apod/image/2209/Traful-Lake1024.jpg
2022-09-11,Planets of the Solar System: Tilts and Spins,video,https://www.youtube.com/embed/my1euFQHH-o?rel=0
2022-09-12,Red Sprite Lightning over the Czech Republic,image,https://apod.nasa.gov/apod/image/2209/sprites_scerba_960.jpg
2022-09-13,A Long Snaking Filament on the Sun,image,https://apod.nasa.gov/apod/image/2209/SnakingFilament_Friedman_960.jpg
2022-09-15,Harvest Moon over Sicily,image,https://apod.nasa.gov/apod/image/2209/HarvestMoonCastiglioneSicily1024.jpg
2022-09-16,The Tarantula Zone,image,https://apod.nasa.gov/apod/image/2209/Tarantula-HST-ESO-Webb-SS1024.jpg
2022-09-17,Perseverance in Jezero Crater's Delta,image,https://apod.nasa.gov/apod/image/2209/PIA24924_1045.jpg
2022-09-18,Analemma over the Callanish Stones,image,https://apod.nasa.gov/apod/image/2209/CallanishAnalemma_Petricca_960.jpg
2022-09-19,Star Trails and Lightning over the Pyrenees,image,https://apod.nasa.gov/apod/image/2209/LightningStarTrails_Llimos_960.jpg
2022-09-22,NGC 7331 Close Up,image,https://apod.nasa.gov/apod/image/2209/potw1805bc_ngc7331.jpg
2022-09-23,Ringed Ice Giant Neptune,image,https://apod.nasa.gov/apod/image/2209/NeptuneTriton_webb1059.png
2022-09-24,September Sunrise Shadows,image,https://apod.nasa.gov/apod/image/2209/DSCF4968_PS_Lioce-1024.jpg
2022-09-25,The Fairy of Eagle Nebula,image,https://apod.nasa.gov/apod/image/2209/FairyPillar_Hubble_960.jpg
2022-09-26,All the Water on Planet Earth,image,https://apod.nasa.gov/apod/image/2209/WaterlessEarth2_woodshole_960.jpg
2022-09-27,DART: Impact on Asteroid Dimorphos,video,https://www.youtube.com/embed/do4Cb__WhlY?rel=0
2022-09-28,A Furious Sky over Mount Shasta,image,https://apod.nasa.gov/apod/image/2209/ShastaSky_Rohner_960.jpg
2022-09-30,Equinox Sunrise Around the World,image,https://apod.nasa.gov/apod/image/2209/SunriseATWImageCollageFinal1067.jpg
2022-10-01,Lunation Matrix,image,https://apod.nasa.gov/apod/image/2210/Lu20220729-0826_1050.jpg
2022-10-02,Supernova Cannon Expels Pulsar J0002,image,https://apod.nasa.gov/apod/image/2210/CannonSupernova_English_960.jpg
2022-10-03,Jupiter's Europa from Spacecraft Juno,image,https://apod.nasa.gov/apod/image/2210/Europa_JunoLuck_1080.jpg
2022-10-04,Star-Forming Eagle Nebula without Stars,image,https://apod.nasa.gov/apod/image/2210/M16Eagle_Akar_960_starless.jpg
2022-10-05,Expanding Plume from DART's Impact,video,https://www.youtube.com/embed/MC8f6gxqn3s?ref=0
2022-10-06,NGC 4631: The Whale Galaxy,image,https://apod.nasa.gov/apod/image/2210/ngc4631_sherick1024.jpg
2022-10-07,In Ganymede's Shadow,image,https://apod.nasa.gov/apod/image/2210/JovianEclipse1024c.jpg
2022-10-08,Two Comets in Southern Skies,image,https://apod.nasa.gov/apod/image/2210/2017K2_2022-09-21_web.jpg
2022-10-09,Auroras over Northern Canada,image,https://apod.nasa.gov/apod/image/2210/aurora_kwon_960.jpg
2022-10-10,A Double Lunar Analemma over Turkey,image,https://apod.nasa.gov/apod/image/2210/LunarAnalemma_Turksoy_1080.jpg
2022-10-11,"Stars, Dust, Pillars, and Jets in the Pelican Nebula",image,https://apod.nasa.gov/apod/image/2210/Pelican_Almeida_960.jpg
2022-10-12,Ou4: The Giant Squid Nebula,image,https://apod.nasa.gov/apod/image/2210/SquidFinal3smaller1024.jpg
2022-10-14,The Falcon and the Hunter's Moon,image,https://apod.nasa.gov/apod/image/2210/2T2A3056_1024.jpg
2022-10-16,Barred Spiral Galaxy NGC 1300,image,https://apod.nasa.gov/apod/image/2210/NGC1300_HST_1080.jpg
2022-10-17,X-Ray Rings Around a Gamma Ray Burst,image,https://apod.nasa.gov/apod/image/2210/GrbRings_SwiftMiller_960.jpg
2022-10-18,Milky Way Auroral Flower,image,https://apod.nasa.gov/apod/image/2210/GalaxyFlower_Strand_960.jpg
2022-10-19,"A Galaxy Beyond Stars, Gas, Dust",image,https://apod.nasa.gov/apod/image/2210/Ngc7497Cirrus_Trottier_960.jpg
2022-10-21,Andromeda in Southern Skies,image,https://apod.nasa.gov/apod/image/2210/andromeda-over-alps1100.jpg
2022-10-22,NGC 1499: The California Nebula,image,https://apod.nasa.gov/apod/image/2210/20221011NGC1499CaliforniaNebula1024.jpg
2022-10-23,Milky Way and Zodiacal Light over Australian Pinnacles,image,https://apod.nasa.gov/apod/image/2210/ZodiacalPinnacles_Zhang_1080.jpg
2022-10-24,Clouds Around Galaxy Andromeda,image,https://apod.nasa.gov/apod/image/2210/M31Clouds_Fryhover_960.jpg
2022-10-25,Jupiter Rotates as Moons Orbit,video,https://www.youtube.com/embed/juloL5WeLrc?rel=0
2022-10-26,Cocoon Nebula Wide Field,image,https://apod.nasa.gov/apod/image/2210/CocoonWide_Ermolli_960.jpg
2022-10-27,"Sunset, Moonset, Taj Mahal",image,https://apod.nasa.gov/apod/image/2210/2022-10-25pseTaj600h.jpg
2022-10-28,Seven Years of Halley Dust,image,https://apod.nasa.gov/apod/image/2210/2016-2022_Orionids_Pano_1100px_0.jpg
2022-10-29,LDN 673: Dark Clouds in Aquila,image,https://apod.nasa.gov/apod/image/2210/LDN673_1024.jpg
2022-10-30,Night on a Spooky Planet,image,https://apod.nasa.gov/apod/image/2210/Hverir_Vetter_960.jpg
2022-11-01,NGC 6357: The Lobster Nebula,image,https://apod.nasa.gov/apod/image/2211/Lobster_Blanco_960.jpg
2022-11-02,A Partial Eclipse of an Active Sun,video,https://www.youtube.com/embed/7dh5VL5YGoA?rel=0
2022-11-03,M33: The Triangulum Galaxy,image,https://apod.nasa.gov/apod/image/2211/M33-NOIR-HST-LL_1024.jpg
2022-11-04,InSight's Final Selfie,image,https://apod.nasa.gov/apod/image/2211/PIA25287_insight1024.jpg
2022-11-05,Lunar Eclipse at the South Pole,image,https://apod.nasa.gov/apod/image/2211/Lunar-Eclipse-South-Pole_1024.jpg
2022-11-06,Dark Ball in Inverted Starfield,image,https://apod.nasa.gov/apod/image/2211/darksun_lafferty_960.jpg
2022-11-07,A Total Lunar Eclipse Over Tajikistan,video,https://player.vimeo.com/video/25808333
2022-11-08,Galaxies: Wild's Triplet from Hubble,image,https://apod.nasa.gov/apod/image/2211/WildTriplet_Hubble_960.jpg
2022-11-10,Total Lunar Eclipse,image,https://apod.nasa.gov/apod/image/2211/2022_11_08_TLE_Trio_1024px.png
2022-11-12,Eclipse in the City,image,https://apod.nasa.gov/apod/image/2211/StanHondaTLE-ISS1108annotated1024.jpg
2022-11-13,Flying Saucer Crash Lands in Utah Desert,image,https://apod.nasa.gov/apod/image/2211/GenesisImpact_nasa_960.jpg
2022-11-14,NGC 7380: The Wizard Nebula,image,https://apod.nasa.gov/apod/image/2211/Wizard_Popa_960.jpg
2022-11-15,Wolf's Cave Nebula,image,https://apod.nasa.gov/apod/image/2211/WolfsCave_Lacroce_960.jpg
2022-11-16,In the Arms of NGC 1097,image,https://apod.nasa.gov/apod/image/2211/NGC-1097-LRGB_Ha-rev-12-2022_1024.jpg
2022-11-17,Planet Earth from Orion,image,https://apod.nasa.gov/apod/image/2211/Orion_Spacecraft_Earth_Views_20221116-1067.jpg
2022-11-19,Artemis 1 Moonshot,image,https://apod.nasa.gov/apod/image/2211/DSC_3971-11-16-2022-1024o.jpg
2022-11-20,Airglow Ripples over Tibet,image,https://apod.nasa.gov/apod/image/2211/rippledsky_dai_960.jpg
2022-11-21,The Butterfly Nebula from Hubble,image,https://apod.nasa.gov/apod/image/2211/Butterfly_HubbleOstling_960.jpg
2022-11-22,A Double Star Cluster in Perseus,image,https://apod.nasa.gov/apod/image/2211/DoubleCluster_Lease_960.jpg
2022-11-23,Earthset from Orion,image,https://apod.nasa.gov/apod/image/2211/earthset-snap01.png
2022-11-25,NGC 6744: Extragalactic Close-Up,image,https://apod.nasa.gov/apod/image/2211/STSCI-H-p1827h-NGC6744_1024x925.jpg
2022-11-26,Saturn at Night,image,https://apod.nasa.gov/apod/image/2211/LastRingPortrait_Cassini_1080.jpg
2022-11-27,Supernumerary Rainbows over New Jersey,image,https://apod.nasa.gov/apod/image/2211/SupernumeraryRainbows_Entwistle_960.jpg
2022-11-28,Leonid Meteors Through Orion,image,https://apod.nasa.gov/apod/image/2211/Leonids2022_Hongyang_960.jpg
2022-11-29,The Gum Nebula Supernova Remnant,image,https://apod.nasa.gov/apod/image/2211/Gum_Lima_960.jpg
2022-11-30,"The Light, the Dark, and the Dusty",image,https://apod.nasa.gov/apod/image/2211/Cave_Copyright_APOD1024.png
2022-12-01,Artemis 1: Flight Day 13,image,https://apod.nasa.gov/apod/image/2212/art001e000672-orig1024c.jpg
2022-12-02,Merging Galaxy Pair IIZw096,image,https://apod.nasa.gov/apod/image/2212/potm2211a_1024.jpg
2022-12-04,Video: Powers of Ten,video,https://www.youtube.com/embed/0fKBhvDjuy0?rel=0
2022-12-05,Pleiades: The Seven Sisters Star Cluster,image,https://apod.nasa.gov/apod/image/2212/Pleiades_Estes_1080.jpg
2022-12-06,M16: A Star Forming Pillar from Webb,image,https://apod.nasa.gov/apod/image/2212/M16Pillar_WebbOzsarac_960.jpg
2022-12-07,NGC 7293: The Helix Nebula,image,https://apod.nasa.gov/apod/image/2212/NGC7293-TommasoStella2022WEB1024.jpg
2022-12-08,Orion and the Ocean of Storms,image,https://apod.nasa.gov/apod/image/2212/art001e002132_apod1024.jpg
2022-12-09,Mars Rises above the Lunar Limb,image,https://apod.nasa.gov/apod/image/2212/Mars_Moon_fullsize_TGlenn1024.jpg
2022-12-10,America and the Sea of Serenity,image,https://apod.nasa.gov/apod/image/2212/22466-22467anaVantuyne900.jpg
2022-12-11,Io in True Color,image,https://apod.nasa.gov/apod/image/2212/iotruecolor_galileo_960.jpg
2022-12-12,An Unusual Globule in IC 1396,image,https://apod.nasa.gov/apod/image/2212/IC1396_Miller_960.jpg
2022-12-13,An Artful Sky over Lofoten Islands,image,https://apod.nasa.gov/apod/image/2212/SkyArt_Cobianchi_1024.jpg
2022-12-14,Lunar Dust and Duct Tape,image,https://apod.nasa.gov/apod/image/2212/AS17-137-20979_1024.jpg
2022-12-15,"Full Moon, Full Mars",image,https://apod.nasa.gov/apod/image/2212/MarsTrailsSMALL1024.jpg
2022-12-16,The Geminid,image,https://apod.nasa.gov/apod/image/2212/GeminidoverBluemoonvalley-1024.jpg
2022-12-17,Apollo 17 VIP Site Anaglyph,image,https://apod.nasa.gov/apod/image/2212/a17anaglyph_vanMeijgaarden_1024v.jpg
2022-12-18,25 Brightest Stars in the Night Sky,image,https://apod.nasa.gov/apod/image/2212/25BrightestStars_Jittasaiyapan_960.jpg
2022-12-19,The Tadpole Nebula in Gas and Dust,image,https://apod.nasa.gov/apod/image/2212/Tadpoles_Stocks_960.jpg
2022-12-20,Thor's Helmet,image,https://apod.nasa.gov/apod/image/2212/Thor_Rochford_960.jpg
2022-12-21,Sun Halo at Sixty-three Degrees North,image,https://apod.nasa.gov/apod/image/2212/GS_20221217_Solhalo_Pan_v3_1100.jpg
